year,nzsioc,nzsioc_descriptor,variable,units,magnitude,source,data_value
2019,DD112,Electricity transmission and distribution,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.15
2019,DD112,Electricity transmission and distribution,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,54.16
2019,DD112,Electricity transmission and distribution,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,46.06
2019,DD112,Electricity transmission and distribution,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.01
2019,DD112,Electricity transmission and distribution,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5.21
2019,DD112,Electricity transmission and distribution,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.73
2019,DD112,Electricity transmission and distribution,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5.94
2019,DD112,Electricity transmission and distribution,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2147.25
2019,DD112,Electricity transmission and distribution,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,54159.89
2019,DD112,Electricity transmission and distribution,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,11.43
2019,DD112,Electricity transmission and distribution,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,46060.34
2019,DD112,Electricity transmission and distribution,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,728.22
2019,DD112,Electricity transmission and distribution,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,5212.65
2019,DD112,Electricity transmission and distribution,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,5940.87
2020,DD112,Electricity transmission and distribution,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.28
2020,DD112,Electricity transmission and distribution,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,67.07
2020,DD112,Electricity transmission and distribution,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,57.87
2020,DD112,Electricity transmission and distribution,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.01
2020,DD112,Electricity transmission and distribution,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,6.36
2020,DD112,Electricity transmission and distribution,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.54
2020,DD112,Electricity transmission and distribution,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,6.9
2020,DD112,Electricity transmission and distribution,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2284.62
2020,DD112,Electricity transmission and distribution,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,67065.79
2020,DD112,Electricity transmission and distribution,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,11.93
2020,DD112,Electricity transmission and distribution,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,57871.97
2020,DD112,Electricity transmission and distribution,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,536.03
2020,DD112,Electricity transmission and distribution,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,6361.23
2020,DD112,Electricity transmission and distribution,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,6897.26
2021,DD112,Electricity transmission and distribution,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.74
2021,DD112,Electricity transmission and distribution,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,75.12
2021,DD112,Electricity transmission and distribution,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,65.3
2021,DD112,Electricity transmission and distribution,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.01
2021,DD112,Electricity transmission and distribution,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,6.6
2021,DD112,Electricity transmission and distribution,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.47
2021,DD112,Electricity transmission and distribution,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,7.07
2021,DD112,Electricity transmission and distribution,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2741.47
2021,DD112,Electricity transmission and distribution,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,75124.88
2021,DD112,Electricity transmission and distribution,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,14.18
2021,DD112,Electricity transmission and distribution,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,65296.97
2021,DD112,Electricity transmission and distribution,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,469.13
2021,DD112,Electricity transmission and distribution,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,6603.13
2021,DD112,Electricity transmission and distribution,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,7072.26
2022,DD112,Electricity transmission and distribution,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.64
2022,DD112,Electricity transmission and distribution,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,79.41
2022,DD112,Electricity transmission and distribution,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,65.37
2022,DD112,Electricity transmission and distribution,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.01
2022,DD112,Electricity transmission and distribution,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,10.88
2022,DD112,Electricity transmission and distribution,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.5
2022,DD112,Electricity transmission and distribution,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,11.39
2022,DD112,Electricity transmission and distribution,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2644.48
2022,DD112,Electricity transmission and distribution,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,79412.69
2022,DD112,Electricity transmission and distribution,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,13.47
2022,DD112,Electricity transmission and distribution,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,65367.28
2022,DD112,Electricity transmission and distribution,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,503.44
2022,DD112,Electricity transmission and distribution,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,10884.02
2022,DD112,Electricity transmission and distribution,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,11387.46
2007,DD113,Gas supply,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,132.36
2007,DD113,Gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,132.5
2007,DD113,Gas supply,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.06
2007,DD113,Gas supply,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.06
2007,DD113,Gas supply,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.02
2007,DD113,Gas supply,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.02
2007,DD113,Gas supply,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,132359.44
2007,DD113,Gas supply,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,132499.64
2007,DD113,Gas supply,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,61.15
2007,DD113,Gas supply,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,63.71
2007,DD113,Gas supply,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,15.34
2007,DD113,Gas supply,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,15.34
2008,DD113,Gas supply,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,111.48
2008,DD113,Gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,111.6
2008,DD113,Gas supply,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.05
2008,DD113,Gas supply,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.05
2008,DD113,Gas supply,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.02
2008,DD113,Gas supply,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.02
2008,DD113,Gas supply,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,111479.66
2008,DD113,Gas supply,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,111602.97
2008,DD113,Gas supply,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,51.47
2008,DD113,Gas supply,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,53.63
2008,DD113,Gas supply,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,18.22
2008,DD113,Gas supply,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,18.22
2009,DD113,Gas supply,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,170.44
2009,DD113,Gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,170.65
2009,DD113,Gas supply,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.09
2009,DD113,Gas supply,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.1
2009,DD113,Gas supply,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.02
2009,DD113,Gas supply,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.02
2009,DD113,Gas supply,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,170441.31
2009,DD113,Gas supply,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,170648.49
2009,DD113,Gas supply,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,97.03
2009,DD113,Gas supply,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,89.47
2009,DD113,Gas supply,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,20.67
2009,DD113,Gas supply,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,20.67
2010,DD113,Gas supply,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,200.31
2010,DD113,Gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,200.53
2010,DD113,Gas supply,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.1
2010,DD113,Gas supply,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.1
2010,DD113,Gas supply,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.02
2010,DD113,Gas supply,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.02
2010,DD113,Gas supply,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,200309.22
2010,DD113,Gas supply,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,200531.84
2010,DD113,Gas supply,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,102.15
2010,DD113,Gas supply,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,100.42
2010,DD113,Gas supply,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,20.05
2010,DD113,Gas supply,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,20.05
2011,DD113,Gas supply,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,254.88
2011,DD113,Gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,255.14
2011,DD113,Gas supply,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.12
2011,DD113,Gas supply,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.12
2011,DD113,Gas supply,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.02
2011,DD113,Gas supply,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.02
2011,DD113,Gas supply,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,254883.54
2011,DD113,Gas supply,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,255144.55
2011,DD113,Gas supply,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,116.8
2011,DD113,Gas supply,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,121.56
2011,DD113,Gas supply,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,22.65
2011,DD113,Gas supply,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,22.65
